128,0.03903477255503337
192,0.05910656967163086
456,0.14966336822509765
8,0.0038494958877563477
368,0.1172337818145752
256,0.08091163635253906
320,0.10071406650543213
280,0.08859930038452149
664,0.22146780395507812
448,0.14417859268188477
56,0.016898771139291616
24,0.007933182171412877
248,0.07866767120361329
768,0.2563570861816406
160,0.04876941585540771
240,0.07576873054504395
440,0.14324189186096192
376,0.11994008445739746
48,0.014746465336192737
40,0.012450759760538737
304,0.09746685028076171
176,0.053552245140075685
72,0.02184058380126953
432,0.14069240188598633
184,0.05630659604072571
88,0.026703361129760742
168,0.0518784818649292
232,0.07338055992126465
296,0.09190120697021484
64,0.01955920600891113
224,0.07032179307937622
424,0.13744447326660156
488,0.15815530776977538
32,0.010072144826253255
328,0.10546050453186036
616,0.20115377998352052
288,0.09216214942932129
80,0.02431222234453474
352,0.11333753967285157
416,0.1350396156311035
216,0.0674338526725769
152,0.04640424791971842
800,0.26701481819152834
96,0.028956444604056223
16,0.005843921184539795
408,0.13278826141357422
104,0.03148460824148996
144,0.04398754147120885
208,0.06539896583557128
272,0.08536833508809408
112,0.03411300986153739
360,0.11548990535736084
336,0.10815092086791993
120,0.03634086799621582
136,0.04081340866088867
200,0.06263320922851562
264,0.08307561588287353
